student_id,multimedia_engagement,performance_gain,prior_achievement,consistency,early_struggle,skill_coverage,session_duration_avg,total_interactions,peer_collaboration
u181779,0.4023849564286806,0.2811892732219199,0.4,0.15740552468981578,0.4,5364,21785.592722825255,6541,0.5333333333333333
u21788,0.5278810408921933,-0.27692307692307694,0.7365591397849462,0.22920012470027173,0.7105263157894737,267,33594.795539033454,269,0.36666666666666664
u115,0.6265950302216252,-0.09228243021346472,0.4380165289256198,0.15208468604072925,0.4032258064516129,1347,33812.496306245805,1489,0.4
u54332,0.13768115942028986,0.06161745827984588,0.6578947368421053,0.23915128314160494,0.6578947368421053,269,17130.42391304348,276,0.23333333333333334
u156451,0.45636509207365894,0.129464861379755,0.6287878787878788,0.269168720189415,0.515625,1055,24991.142514011208,1249,0.3333333333333333
u411254,0.27472527472527475,0.05594405594405588,0.48951048951048953,0.3185855480023385,0.4666666666666667,248,20271.06227106227,273,0.3
u750972,0.8905109489051095,0.044334975369458185,0.5283018867924528,0.09287561853103106,0.5283018867924528,137,42072.87591240876,137,0.16666666666666666
u519,0.6454081632653061,0.07692307692307687,0.6413043478260869,0.3537492621400637,0.6417910447761194,352,29540.755102040817,392,0.36666666666666664
u505511,0.3797805642633229,0.036795937819828595,0.652972027972028,0.23398828852418435,0.696969696969697,4843,22101.871003134795,6380,0.9666666666666667
u486313,0.4117647058823529,0.00937646507266765,0.5471698113207547,0.48685124779411104,0.5294117647058824,126,24705.882352941175,136,0.7
u543855,0.4492753623188406,-0.18627450980392157,0.8235294117647058,0.407168929960688,0.8235294117647058,192,21826.08695652174,276,0.16666666666666666
u484975,0.15441176470588236,0.05494505494505497,0.654320987654321,0.3585041678264267,0.6078431372549019,267,16084.558823529413,272,0.4
u383,0.5869565217391305,-0.20261437908496738,0.3333333333333333,0.26855203567923785,0.3333333333333333,43,25021.739130434784,46,0.13333333333333333
u248853,0.22620302072356868,-0.03409335455027662,0.6469230769230769,0.1333063391437009,0.6398467432950191,4012,17756.228486125747,5694,0.9333333333333333
u487952,0.09523809523809523,0.10000000000000003,0.3,0.31542003094028026,0.3,21,19476.190476190477,21,0.06666666666666667
u15650,0.5754098360655737,0.06704318936877074,0.6666666666666666,0.16827727519513888,0.6388888888888888,816,29872.867213114754,1220,0.6
u146141,0.31179713340683574,0.029108485499462877,0.55,0.29704023132952545,0.4069767441860465,3470,18914.428665931642,4535,0.9333333333333333
u10911,0.4268019955272665,0.2291052574119996,0.46153846153846156,0.17683805563340163,0.3,4870,23561.590400825735,5813,0.5333333333333333
u394200,0.21323529411764705,0.004166666666666652,0.6458333333333334,0.23030055224260218,0.6458333333333334,272,16904.41176470588,272,0.43333333333333335
u608,0.5906838453914767,0.09711372721604872,0.6487341772151899,0.34433615311892224,0.5801526717557252,803,29362.727452923686,1009,0.7333333333333333
u196651,0.6699051061906913,0.060244283450587965,0.744,0.10193087233852394,0.6477272727272727,4184,29977.402394938996,4426,0.8666666666666667
u432423,0.5897435897435898,0.09247757073844026,0.30434782608695654,0.2837735555477221,0.3,220,26435.882783882786,273,0.6
u236903,0.4349293059125964,0.051342710997442365,0.6666666666666666,0.1501809037898587,0.6666666666666666,5360,23761.455655526992,6224,0.7
u10000,0.5506172839506173,0.06609195402298851,0.5172413793103449,0.28889055645449624,0.5172413793103449,267,36254.32098765432,405,0.2
u1229,0.2905811623246493,-0.46153846153846156,0.38095238095238093,0.2806895467290796,0.5333333333333333,373,22837.643286573148,499,0.3
u582,0.7944554455445545,0.01456397108571017,0.7148936170212766,0.20886233165748924,0.723404255319149,4283,37148.10831683168,5050,0.7666666666666667
u254,0.6180631120783461,0.09191176470588236,0.4264705882352941,0.3012356746163038,0.35714285714285715,1787,36271.42546245919,1838,0.43333333333333335
u18097,0.3618881118881119,0.2571428571428572,0.42857142857142855,0.23226001431994886,0.42857142857142855,5237,20842.60505403687,6292,0.06666666666666667
u694,0.7258389261744966,0.5197132616487455,0.2222222222222222,0.1685068387734263,0.2222222222222222,2008,35968.09798657718,2980,0.13333333333333333
u207711,0.2898550724637681,0.12137931034482763,0.62,0.5341566441413563,0.62,130,21028.94927536232,138,0.16666666666666666
u16470,0.23560319461958806,0.030614657210401908,0.8037974683544303,0.17045555612693905,0.7592592592592593,4281,20066.202816309375,4758,0.7
u368250,0.2254864555513163,-0.00956998447254176,0.7252124645892352,0.25679350766629416,0.7266881028938906,2051,19503.90881342999,2621,0.5
u212481,0.3072289156626506,-0.09999999999999998,0.7,0.1995364999563108,0.7,160,20843.343373493975,166,0.13333333333333333
u243622,0.4769273665133138,0.06794670659159507,0.7876588021778584,0.20876615208955732,0.7777777777777778,5895,24975.824620103165,7173,1.0
u546,0.7080062794348508,0.03094166522416475,0.7087378640776699,0.16941099160744777,0.7087378640776699,533,34376.72056514914,637,0.4666666666666667
u389290,0.4042479709894664,0.1087214464683699,0.7194719471947195,0.15406159161687366,0.7721518987341772,4993,23503.24054567432,5791,0.8
u23000,0.5893834097294101,-0.031939590919087935,0.6708860759493671,0.21618996081345984,0.6708860759493671,6397,32784.78160579624,6763,0.6
u53574,0.12686113643269523,-0.052631578947368474,0.7375,0.21827724330306084,0.7833333333333333,6526,15989.48936493467,6582,0.23333333333333334
u228772,0.4896473265073948,-0.01781581485053041,0.7152777777777778,0.1313634976266494,0.6923076923076923,4000,23619.028441410694,4395,0.6666666666666666
u15224,0.39926005857869584,0.01584784530811517,0.4448979591836735,0.1647828006842455,0.45754716981132076,3609,21966.050870972715,6487,0.7333333333333333
u4308,0.5470211718365338,0.07899940676290296,0.7336683417085427,0.13634990248326387,0.773109243697479,4049,28095.6646971935,6093,1.0
u471360,0.5783132530120482,0.12169312169312174,0.6511627906976745,0.38513284313426144,0.6511627906976745,76,24253.01204819277,83,0.26666666666666666
u17291,0.4537710367754,0.05865778688524592,0.734375,0.14646861709698145,0.7259036144578314,3702,24873.62954498234,4813,0.6
u470573,0.2962962962962963,-0.07058823529411762,0.6,0.07563025210084032,0.6,22,20370.37037037037,27,0.06666666666666667
u201176,0.2116788321167883,0.21999999999999997,0.625,0.22970883191219896,0.6,270,19335.75182481752,274,0.4
u9557,0.4099874765184721,0.06593133777840832,0.7101449275362319,0.2178388633397763,0.711864406779661,4775,24354.570444583595,6388,0.8666666666666667
u5801,0.2639074321317312,-0.11067193675889325,0.5606060606060606,0.20183627427203563,0.47368421052631576,5564,17269.88888888889,6741,0.13333333333333333
u124879,0.27892976588628765,-0.0293199554069119,0.7461328480436761,0.21047796993770646,0.721868365180467,4044,21686.410479375696,4485,0.9666666666666667
u212633,0.6908315565031983,0.2100574712643678,0.5416666666666666,0.2478912225832272,0.4827586206896552,421,36729.17697228145,469,0.43333333333333335
u801,0.30674157303370786,-0.0073467903255136635,0.6808510638297872,0.12908043655662338,0.7063492063492064,827,19799.970786516853,890,0.4
u159118,0.7619047619047619,0.11842303633348406,0.6492537313432836,0.22719249997486754,0.5918367346938775,268,36813.15018315018,273,0.2
u150200,0.3905360886492962,-0.022610837438423737,0.6773858921161826,0.2480987888327792,0.6886993603411514,4750,22378.355795148247,6678,0.9333333333333333
u24596,0.3837638376383764,-0.0015099031885602576,0.5317460317460317,0.3650112464576888,0.5495495495495496,235,21055.350553505534,271,0.4666666666666667
u56634,0.3583855254001392,0.041844246416117725,0.6058823529411764,0.24533221229992247,0.5753424657534246,4023,21957.06634191603,4311,0.8
u766688,0.3851851851851852,-0.07422068283028205,0.7021276595744681,0.19236924154469287,0.7027027027027027,135,23459.25925925926,270,0.4
u156399,0.6829268292682927,0.07428571428571429,0.64,0.5715446310710323,0.64,82,36268.23170731707,82,0.16666666666666666
u125468,0.8095238095238095,-0.44927536231884063,0.782608695652174,0.4691728101466714,0.5,42,50000.0,42,0.2
u90602,0.47413793103448276,-0.037457097484760005,0.7557117750439367,0.19450243927307215,0.7777777777777778,4198,23545.376787216148,4756,0.7666666666666667
u464,0.8538011695906432,-0.013304822998336907,0.48,0.3128828206785751,0.5353535353535354,266,48956.12280701754,342,0.43333333333333335
u9221,0.4344569288389513,0.017416285124338016,0.6956521739130435,0.22199777346130048,0.6,4224,24085.618393674573,4806,0.5333333333333333
u566339,0.5028493275586962,0.0028937836292087793,0.7508896797153025,0.10809221229702166,0.74375,3864,22929.6795076362,4387,0.9666666666666667
u243867,0.4125340599455041,-0.186687881198621,0.7366412213740458,0.1950581463770238,0.5471698113207547,6003,21177.042915531336,7340,0.5666666666666667
u802441,0.6500561167227834,-0.030572606132793778,0.7135842880523732,0.0784565680559924,0.6943699731903485,1649,32549.467115600448,4455,0.7333333333333333
u318034,0.7867647058823529,-0.0267857142857143,0.6578947368421053,0.4209507071936293,0.6551724137931034,113,38963.23529411765,136,0.4666666666666667
u82344,0.3169347209082308,0.12416733280042624,0.509090909090909,0.15780298916464036,0.509090909090909,2961,22115.420293282878,4228,0.3333333333333333
u212613,0.625,0.1111111111111111,0.25,0.11904761904761901,0.25,40,33699.95,40,0.06666666666666667
u18411,0.5725649107008854,-0.3074766355140187,0.8162839248434238,0.2953663914840993,0.8051948051948052,6127,27662.850067537147,6663,0.3333333333333333
u126495,0.5072992700729927,0.21047430830039526,0.6590909090909091,0.13634736571633566,0.6608187134502924,263,30718.88686131387,274,0.2
u102799,0.2094731905580741,0.2798306389530408,0.3333333333333333,0.21071170873526038,0.3333333333333333,4608,19495.182116617165,6397,0.6
u103336,0.39847554520431927,-0.045672250006615345,0.6624365482233503,0.23342568464165622,0.6243386243386243,4471,22367.32077069659,4723,0.5
u227852,0.5723009814612868,0.1034188034188035,0.6687116564417178,0.23059345174090431,0.5747126436781609,4037,28356.81461286805,4585,0.4
u3797,0.7187454199032683,0.35612535612535606,0.38461538461538464,0.2603014817610345,0.38461538461538464,5887,30786.106551370365,6823,0.06666666666666667
u58,0.876195757659781,-0.005555555555555536,0.7807017543859649,0.186324361198259,0.704225352112676,5608,41501.3485373631,7213,0.4
u212451,0.6402439024390244,0.057671788305591054,0.7310606060606061,0.19503854786246652,0.708994708994709,438,29249.865853658535,492,0.4
u264883,0.4695898161244696,0.0029904221319122515,0.6602382302892796,0.19314242154593092,0.6670317634173056,6492,23496.83224893918,7070,1.0
u212643,0.551094890510949,0.1718954248366013,0.4,0.335451159784014,0.36,271,26178.821167883212,274,0.4666666666666667
u331,0.391644908616188,-0.244032775204845,0.8154613466334164,0.18399585009295347,0.8456591639871383,712,21660.527415143602,766,0.36666666666666664
u1199,0.3521923620933522,0.025799300878165177,0.7344398340248963,0.1523891219140369,0.7207792207792207,635,22370.543140028287,707,0.6333333333333333
u156296,0.44787985865724383,-0.04160672477504157,0.8144329896907216,0.33234931996031236,0.7699115044247787,1131,23236.718197879858,1132,0.7333333333333333
u78975,0.5522895125553914,0.10033649434077702,0.42857142857142855,0.18112992379030532,0.42857142857142855,6608,33577.78508124077,6770,0.4
u530274,0.3333333333333333,0.0,0.6666666666666666,0.6151148043431133,0.6363636363636364,27,22888.88888888889,27,0.16666666666666666
u400,0.3946604759141033,-0.040627689791702615,0.7214206437291898,0.13213495249982624,0.7011494252873564,3017,21726.4791062101,3446,1.0
u7918,0.08337038683859493,-0.06366562797764674,0.30835734870317005,0.11284255974447477,0.2893401015228426,3044,6216.65584704313,4498,0.7666666666666667
u344668,0.8275862068965517,0.125,0.375,0.5846875333559007,0.375,29,56344.8275862069,29,0.16666666666666666
u140075,0.336293526524889,-0.02865596292311512,0.7609427609427609,0.1700743111674374,0.768,3894,23074.199345641504,4279,0.7333333333333333
u100350,0.2393617021276596,-0.029778786159954662,0.6447368421052632,0.18846463279581502,0.6447368421052632,181,20069.13829787234,188,0.3
